"","field_name","form_name","section_header","field_type","field_label","select_choices_or_calculations","field_note","text_validation_type_or_show_slider_number","text_validation_min","text_validation_max","identifier","branching_logic","required_field","custom_alignment","question_number","matrix_group_name","matrix_ranking","field_annotation"
"272","location_contact_d1_hh_18","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_18]=""1""","y",NA,NA,NA,NA,NA
"273","location_contact_other_d1_18","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_18(12)]=""1""","y",NA,NA,NA,NA,NA
"274","contact_mask_d1_hh_18","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_18]=""1""","y",NA,NA,NA,NA,NA
"275","duration_contact_d1_hh_18","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_18]=""1""","y",NA,NA,NA,NA,NA
"276","frequency_contact_d1_hh_18","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_18]=""1""","y",NA,NA,NA,NA,NA
"277","known_contact_d1_hh_18","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_18]=""1""","y",NA,NA,NA,NA,NA
"278","contact_id_d1_hh_19","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][19]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 19","y",NA,NA,NA,NA,NA
"279","touch_contact_d1_hh_19","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_19]=""1""","y",NA,NA,NA,NA,NA
"280","where_contact_d1_hh_19","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_19]=""1""","y",NA,NA,NA,NA,NA
"281","location_contact_d1_hh_19","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_19]=""1""","y",NA,NA,NA,NA,NA
"282","location_contact_other_d1_19","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_19(12)]=""1""","y",NA,NA,NA,NA,NA
"283","contact_mask_d1_hh_19","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_19]=""1""","y",NA,NA,NA,NA,NA
"284","duration_contact_d1_hh_19","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_19]=""1""","y",NA,NA,NA,NA,NA
"285","frequency_contact_d1_hh_19","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_19]=""1""","y",NA,NA,NA,NA,NA
"286","known_contact_d1_hh_19","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_19]=""1""","y",NA,NA,NA,NA,NA
"287","contact_id_d1_hh_20","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][20]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 20","y",NA,NA,NA,NA,NA
"288","touch_contact_d1_hh_20","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_20]=""1""","y",NA,NA,NA,NA,NA
"289","where_contact_d1_hh_20","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_20]=""1""","y",NA,NA,NA,NA,NA
"290","location_contact_d1_hh_20","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_20]=""1""","y",NA,NA,NA,NA,NA
"291","location_contact_other_d1_20","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_20(12)]=""1""","y",NA,NA,NA,NA,NA
"292","contact_mask_d1_hh_20","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_20]=""1""","y",NA,NA,NA,NA,NA
"293","duration_contact_d1_hh_20","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_20]=""1""","y",NA,NA,NA,NA,NA
"294","frequency_contact_d1_hh_20","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_20]=""1""","y",NA,NA,NA,NA,NA
"295","known_contact_d1_hh_20","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_20]=""1""","y",NA,NA,NA,NA,NA
"296","contact_id_d1_hh_21","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][21]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 21","y",NA,NA,NA,NA,NA
"297","touch_contact_d1_hh_21","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_21]=""1""","y",NA,NA,NA,NA,NA
"298","where_contact_d1_hh_21","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_21]=""1""","y",NA,NA,NA,NA,NA
"299","location_contact_d1_hh_21","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_21]=""1""","y",NA,NA,NA,NA,NA
"300","location_contact_other_d1_21","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_21(12)]=""1""","y",NA,NA,NA,NA,NA
"301","contact_mask_d1_hh_21","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_21]=""1""","y",NA,NA,NA,NA,NA
"302","duration_contact_d1_hh_21","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_21]=""1""","y",NA,NA,NA,NA,NA
"303","frequency_contact_d1_hh_21","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_21]=""1""","y",NA,NA,NA,NA,NA
"304","known_contact_d1_hh_21","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_21]=""1""","y",NA,NA,NA,NA,NA
"305","contact_id_d1_hh_22","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][22]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 22","y",NA,NA,NA,NA,NA
"306","touch_contact_d1_hh_22","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_22]=""1""","y",NA,NA,NA,NA,NA
"307","where_contact_d1_hh_22","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_22]=""1""","y",NA,NA,NA,NA,NA
"308","location_contact_d1_hh_22","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_22]=""1""","y",NA,NA,NA,NA,NA
"309","location_contact_other_d1_22","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_22(12)]=""1""","y",NA,NA,NA,NA,NA
"310","contact_mask_d1_hh_22","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_22]=""1""","y",NA,NA,NA,NA,NA
"311","duration_contact_d1_hh_22","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_22]=""1""","y",NA,NA,NA,NA,NA
"312","frequency_contact_d1_hh_22","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_22]=""1""","y",NA,NA,NA,NA,NA
"313","known_contact_d1_hh_22","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_22]=""1""","y",NA,NA,NA,NA,NA
"314","contact_id_d1_hh_23","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][23]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 23","y",NA,NA,NA,NA,NA
"315","touch_contact_d1_hh_23","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_23]=""1""","y",NA,NA,NA,NA,NA
"316","where_contact_d1_hh_23","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_23]=""1""","y",NA,NA,NA,NA,NA
"317","location_contact_d1_hh_23","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_23]=""1""","y",NA,NA,NA,NA,NA
"318","location_contact_other_d1_23","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_23(12)]=""1""","y",NA,NA,NA,NA,NA
"319","contact_mask_d1_hh_23","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_23]=""1""","y",NA,NA,NA,NA,NA
"320","duration_contact_d1_hh_23","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_23]=""1""","y",NA,NA,NA,NA,NA
"321","frequency_contact_d1_hh_23","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_23]=""1""","y",NA,NA,NA,NA,NA
"322","known_contact_d1_hh_23","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_23]=""1""","y",NA,NA,NA,NA,NA
"323","contact_id_d1_hh_24","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][24]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 24","y",NA,NA,NA,NA,NA
"324","touch_contact_d1_hh_24","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_24]=""1""","y",NA,NA,NA,NA,NA
"325","where_contact_d1_hh_24","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_24]=""1""","y",NA,NA,NA,NA,NA
"326","location_contact_d1_hh_24","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_24]=""1""","y",NA,NA,NA,NA,NA
"327","location_contact_other_d1_24","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_24(12)]=""1""","y",NA,NA,NA,NA,NA
"328","contact_mask_d1_hh_24","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_24]=""1""","y",NA,NA,NA,NA,NA
"329","duration_contact_d1_hh_24","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_24]=""1""","y",NA,NA,NA,NA,NA
"330","frequency_contact_d1_hh_24","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_24]=""1""","y",NA,NA,NA,NA,NA
"331","known_contact_d1_hh_24","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_24]=""1""","y",NA,NA,NA,NA,NA
"332","contact_id_d1_hh_25","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][25]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 25","y",NA,NA,NA,NA,NA
"333","touch_contact_d1_hh_25","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_25]=""1""","y",NA,NA,NA,NA,NA
"334","where_contact_d1_hh_25","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_25]=""1""","y",NA,NA,NA,NA,NA
"335","location_contact_d1_hh_25","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_25]=""1""","y",NA,NA,NA,NA,NA
"336","location_contact_other_d1_25","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_25(12)]=""1""","y",NA,NA,NA,NA,NA
"337","contact_mask_d1_hh_25","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_25]=""1""","y",NA,NA,NA,NA,NA
"338","duration_contact_d1_hh_25","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_25]=""1""","y",NA,NA,NA,NA,NA
"339","frequency_contact_d1_hh_25","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_25]=""1""","y",NA,NA,NA,NA,NA
"340","known_contact_d1_hh_25","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_25]=""1""","y",NA,NA,NA,NA,NA
"341","contact_id_d1_hh_26","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][26]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 26","y",NA,NA,NA,NA,NA
"342","touch_contact_d1_hh_26","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_26]=""1""","y",NA,NA,NA,NA,NA
"343","where_contact_d1_hh_26","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_26]=""1""","y",NA,NA,NA,NA,NA
"344","location_contact_d1_hh_26","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_26]=""1""","y",NA,NA,NA,NA,NA
"345","location_contact_other_d1_26","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_26(12)]=""1""","y",NA,NA,NA,NA,NA
"346","contact_mask_d1_hh_26","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_26]=""1""","y",NA,NA,NA,NA,NA
